[Line 1] heheh enjoy my tyler...
[Line 3] [Output:5553]: [PART] Workspace.Camera.WindPart | Size: 600, 150, 2
[Line 434] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Artificial.Crate | Size: 3.800002336502075, 3.800002336502075, 3.800002336502075
[Line 435] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Natural.SnowPiles.Snow | Size: 58.5, 4.5, 56.5
[Line 436] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Natural.SnowPiles.Snow | Size: 19.007797241210938, 2.081390142440796, 18.714324951171875
[Line 437] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Natural.SnowPiles.Snow | Size: 41.874473571777344, 2.5653493404388428, 44.67860412597656
[Line 438] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Natural.SnowPiles.Snow | Size: 49.48477554321289, 3.6977500915527344, 47.113365173339844
[Line 439] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 35.49998474121094, 4, 17.5
[Line 440] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 9, 4, 9.5
[Line 441] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 29.499980926513672, 4, 10.500040054321289
[Line 442] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 191, 3, 215
[Line 443] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 6, 2.5, 21
[Line 444] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 116, 6, 114
[Line 445] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 80, 5, 73
[Line 446] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 80, 2, 73
[Line 447] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Ruins.Part | Size: 2.004112958908081, 6.386809825897217, 5.4968180656433105
[Line 448] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Ruins.Part | Size: 0.8860144019126892, 2.8653907775878906, 2.338865041732788
[Line 449] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Ruins.Part | Size: 1.3652490377426147, 3.91121244430542, 3.899657726287842
[Line 450] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Ruins.Part | Size: 1.3652490377426147, 3.91121244430542, 3.899657726287842
[Line 451] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Ruins.Part | Size: 2.004112958908081, 6.386809825897217, 5.4968180656433105
[Line 452] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Ruins.Part | Size: 1.5249650478363037, 5.262897968292236, 1.4150604009628296
[Line 453] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 47.5, 3, 110
[Line 454] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 112.99961853027344, 5, 115.99962615966797
[Line 455] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Snow.Snow | Size: 169.50001525878906, 3, 165.50018310546875
[Line 456] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 64.5, 4, 80
[Line 457] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 49.5, 4, 47.5
[Line 458] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 49.5, 4, 47.5
[Line 459] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 9.600027084350586, 11, 7
[Line 460] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 25.999996185302734, 94, 47
[Line 461] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 51, 82, 80
[Line 462] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 7, 17, 8.5
[Line 463] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 68, 4, 102.5
[Line 464] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 10.499999046325684, 4, 17.999996185302734
[Line 465] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 28, 89, 78
[Line 466] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 20.5, 89, 78
[Line 467] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 4.499999046325684, 15.5, 20.499990463256836
[Line 468] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 14.499999046325684, 16.00006103515625, 21.499996185302734
[Line 469] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 12, 7.5, 17
[Line 470] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 7.5, 14, 8.5
[Line 471] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 24.5, 15, 8.5
[Line 472] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 55.5, 151, 159
[Line 473] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 12.5, 7, 18.499923706054688
[Line 474] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 10.499999046325684, 4, 17.999996185302734
[Line 475] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 7.5, 37, 8.5
[Line 476] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 26.5, 32.5, 12.499923706054688
[Line 477] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 4.499999046325684, 21.00006103515625, 20.514266967773438
[Line 478] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 40.47595977783203, 13.5, 7
[Line 479] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 20.5, 6.5, 26
[Line 480] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 110.5, 267, 118
[Line 481] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 30, 46.5, 4.499748229980469
[Line 482] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 63, 233.5, 114.5
[Line 483] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 108.5, 204.5, 90.5
[Line 484] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 15, 135, 51
[Line 485] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 29, 19, 35.5
[Line 486] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 49, 27, 19
[Line 487] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 47, 27.5, 41.5
[Line 488] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 4.358094215393066, 44.00830078125, 4.434120178222656
[Line 489] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 84.73632049560547, 237.5, 109.12496948242188
[Line 490] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 3.5514771938323975, 16.57356071472168, 12.627413749694824
[Line 491] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 11.424877166748047, 18, 95
[Line 492] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 29, 19, 35.5
[Line 493] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 8.526490211486816, 3.4105958938598633, 10.913854598999023
[Line 494] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 3.0695364475250244, 14.324502944946289, 10.913854598999023
[Line 495] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 18.07615852355957, 22.168872833251953, 8.526437759399414
[Line 496] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 6.480132102966309, 7.8443708419799805, 10.913854598999023
[Line 497] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 3.0695364475250244, 11.93708610534668, 10.913854598999023
[Line 498] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 12.5, 121.5, 41
[Line 499] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 111, 27, 114
[Line 500] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 130, 171, 121.5
[Line 501] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 154.5, 157.99998474121094, 133.5
[Line 502] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 56.5, 109, 15
[Line 503] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 121.5, 4, 89.5
[Line 504] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 30, 126.5, 69
[Line 505] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 154, 4, 124.5
[Line 506] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 262.5, 251.999755859375, 134
[Line 507] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 3, 75.5, 24.5
[Line 508] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 236.5, 247, 113.5
[Line 509] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 3, 84.5, 62.5
[Line 510] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 7.5, 47, 18.99974822998047
[Line 511] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 37.93781280517578, 42, 41.67816162109375
[Line 512] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 80, 4, 71
[Line 513] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 64.5, 4, 80
[Line 514] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 41.5, 137, 24.5
[Line 515] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 21.5, 168, 56
[Line 516] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 307.5, 112, 98.99937438964844
[Line 517] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 64, 191, 27.5
[Line 518] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 17, 151.5, 70.5
[Line 519] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 64.5, 4, 61
[Line 520] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 26.5, 66, 9.5
[Line 521] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 19.998271942138672, 32, 39.00000762939453
[Line 522] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 4.5, 8, 15.999923706054688
[Line 523] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 26.50011444091797, 16, 18.500019073486328
[Line 524] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 5.5, 4.5, 17
[Line 525] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 18.07615852355957, 69.5, 61.837745666503906
[Line 526] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 20.5, 13.5, 3
[Line 527] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 80, 4, 71
[Line 528] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 64, 4, 125
[Line 529] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 80, 4, 71
[Line 530] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 49.5, 4, 47.5
[Line 531] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 48.5, 4, 118
[Line 532] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 23.76303482055664, 13.8504638671875, 20.999195098876953
[Line 533] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 74.5, 4, 81
[Line 534] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 49.5, 4, 47.5
[Line 535] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 17.26303482055664, 49.8504638671875, 20.999195098876953
[Line 536] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 3.5514771938323975, 13.811300277709961, 12.627413749694824
[Line 537] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 100, 79.5, 55
[Line 538] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 82, 50.50006103515625, 61
[Line 539] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 36.5, 39, 8
[Line 540] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 2, 25.5, 17.5
[Line 541] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 56, 113, 16.5
[Line 542] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 5.5, 72.5, 67.5
[Line 543] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 25.999996185302734, 2, 29.5
[Line 544] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 25.999996185302734, 94, 121
[Line 545] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 81, 4, 90
[Line 546] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 6, 4, 4
[Line 547] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 7.500022888183594, 19, 6
[Line 548] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 11.499995231628418, 7, 13.5
[Line 549] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 36.47595977783203, 20.5, 16.5
[Line 550] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 22, 151, 159
[Line 551] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 55.5, 45, 19
[Line 552] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 39.5, 97.5, 8.5
[Line 553] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 80, 4, 71
[Line 554] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 106, 119.5, 161
[Line 555] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Fragmentable.Part | Size: 33.37122344970703, 36.94444274902344, 36.661346435546875
[Line 558] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 559] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 560] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Uncommon Chest.Lid | Size: 2.491788148880005, 1.2458940744400024, 2.522935628890991
[Line 561] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 562] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 563] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 564] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Rare Chest.Lid | Size: 4.010374546051025, 1.3367915153503418, 2.707002878189087
[Line 565] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 566] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 567] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 568] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 569] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 570] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 571] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 572] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 573] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 574] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 575] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 576] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 577] [Output:5553]: [PART] Workspace.Map.Frostmill_Surrounding.Center | Size: 1, 1, 1
[Line 578] [Output:5553]: [PART] Workspace.Map.Whispering_Surrounding.Center | Size: 1, 1, 1
[Line 579] [Output:5553]: [PART] Workspace.Map.Wind-Row_Surrounding.Center | Size: 1, 1, 1
[Line 591] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 399, 183, 530
[Line 592] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 337, 185, 651
[Line 593] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 230, 175, 700
[Line 594] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 236, 161, 450
[Line 595] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 309, 550, 507
[Line 596] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 237, 526, 435
[Line 597] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 354, 633, 872
[Line 598] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 309, 190, 741
[Line 599] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 500, 564, 1309
[Line 600] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 416, 487, 463
[Line 601] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 369, 192, 473
[Line 602] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 409, 502, 771
[Line 603] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 524, 560, 799
[Line 604] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 226, 53, 803
[Line 605] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 255, 634, 807
[Line 606] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Center | Size: 1, 1, 1
[Line 607] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 369, 170, 479
[Line 608] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 354, 633, 872
[Line 609] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 282, 198, 644
[Line 610] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 271, 188, 362
[Line 611] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 500, 564, 1309
[Line 612] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 197, 156, 332
[Line 613] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 299, 185, 696
[Line 614] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 369, 192, 473
[Line 615] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 399, 183, 530
[Line 616] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 524, 560, 799
[Line 617] [Output:5553]: [PART] Workspace.Map.NorthBorderDetails.Rift.Part | Size: 226, 53, 803
