[Line 385] [Output:5553]: [PART] Workspace.Map.IslandCloud.Fragmentable.Tallgrass.TallGrass | Size: 42, 3, 88
[Line 2714] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 11, 1, 90
[Line 2715] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 192, 198, 138
[Line 2716] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 42, 6, 45
[Line 2717] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 34, 50, 52
[Line 2718] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 45, 38, 46
[Line 2719] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 36, 13, 31
[Line 2720] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 57, 20, 30
[Line 2721] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 15, 52, 37
[Line 2722] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 32, 10, 22
[Line 2723] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 21, 126, 251
[Line 2724] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 176, 1, 157
[Line 2725] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 11, 38, 53
[Line 2726] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 13, 1, 3
[Line 2727] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 29, 11, 17
[Line 2728] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 20, 12, 51
[Line 2729] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 53, 11, 47
[Line 2730] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 15, 11, 36
[Line 2731] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 4, 0.20000000298023224, 31
[Line 2732] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 39, 23, 47
[Line 2733] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 52, 188, 60
[Line 2734] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 36, 58, 9
[Line 2735] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 43, 38, 17
[Line 2736] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 32, 6, 31
[Line 2737] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 39, 202, 39
[Line 2738] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 45, 1, 17
[Line 2739] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 58, 22, 53
[Line 2740] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 14.999998092651367, 13, 0.99951171875
[Line 2741] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 92, 2, 2
[Line 2742] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 121, 1, 21
[Line 2743] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 47, 59, 92
[Line 2744] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 23, 1, 3
[Line 2745] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 48, 2, 43
[Line 2746] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 93, 298, 175
[Line 2747] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 48, 27, 9
[Line 2748] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 22, 1, 3
[Line 2749] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 22, 1, 3
[Line 2750] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 9, 1, 3
[Line 2751] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 17, 1, 3
[Line 2752] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 48, 137, 15
[Line 2753] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 48, 265, 7
[Line 2754] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 39, 1, 92
[Line 2755] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 48, 22, 15
[Line 2756] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 126, 1, 3
[Line 2757] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 120, 1, 3
[Line 2758] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 42, 76, 70
[Line 2759] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 24, 26, 27
[Line 2760] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 170, 241, 121
[Line 2761] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 51, 39, 82
[Line 2762] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 43, 24, 14
[Line 2763] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 72, 176, 94
[Line 2764] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 171, 1, 138
[Line 2765] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 132, 89, 149
[Line 2766] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 33, 77, 32
[Line 2767] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 93, 2, 2
[Line 2768] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 135, 64, 17
[Line 2769] [Output:5553]: [PART] Workspace.Map.Harvest Island.Fragmentable.Part | Size: 175, 298, 167
[Line 2770] [Output:5553]: [PART] Workspace.Map.Harvest Island.HerbSpawns.HerbSpawn | Size: 22, 1, 31
[Line 2771] [Output:5553]: [PART] Workspace.Map.Harvest Island.HerbSpawns.HerbSpawn | Size: 22, 1, 31
[Line 2772] [Output:5553]: [PART] Workspace.Map.Harvest Island.HerbSpawns.HerbSpawn | Size: 22, 1, 31
[Line 2773] [Output:5553]: [PART] Workspace.Map.Harvest Island.HerbSpawns.MushroomSpawn | Size: 14, 1, 17
[Line 2774] [Output:5553]: [PART] Workspace.Map.Harvest Island.Storyline.Center | Size: 1, 1, 1
[Line 2775] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Logs.Part | Size: 14, 3, 3
[Line 2776] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Logs.Part | Size: 14.005000114440918, 2.5, 2.5
[Line 2777] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2778] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2779] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 79.2385025024414, 52.82566833496094, 79.2385025024414
[Line 2780] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2781] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2782] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2783] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2784] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2785] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2786] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2787] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2788] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2789] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2790] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2791] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2792] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2793] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2794] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2795] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2796] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2797] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 19.92493438720703, 31.623788833618164, 13.707398414611816
[Line 2798] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 17.333415985107422, 52.346946716308594, 17.31751251220703
[Line 2799] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 19.92493438720703, 31.623788833618164, 13.707398414611816
[Line 2800] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2801] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2802] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2803] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2804] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2805] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 19.92493438720703, 31.623788833618164, 13.707398414611816
[Line 2806] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2807] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2808] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2809] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2810] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 15.424675941467285, 46.582550048828125, 15.410523414611816
[Line 2811] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2812] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2813] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2814] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2815] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2816] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2817] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2818] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2819] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2820] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2821] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2822] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.PalmTree.Palms | Size: 46.975399017333984, 13.923876762390137, 47.20967483520508
[Line 2823] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.PalmTree.Trunk | Size: 6.825173854827881, 36.3448486328125, 5.153784275054932
[Line 2824] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.PalmTree.Palms | Size: 41.29658508300781, 12.240632057189941, 41.50253677368164
[Line 2825] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.PalmTree.Trunk | Size: 6.000084400177002, 31.95115089416504, 4.530747890472412
[Line 2826] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.PalmTree.Trunk | Size: 6.825173854827881, 36.3448486328125, 5.153784275054932
[Line 2827] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2828] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2829] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 93.05879211425781, 62.039188385009766, 93.05879211425781
[Line 2830] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 28.09379005432129, 44.588958740234375, 19.327178955078125
[Line 2831] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2832] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2833] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 29.036352157592773, 46.08494186401367, 19.975616455078125
[Line 2834] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 15.042933464050293, 45.429683685302734, 15.029130935668945
[Line 2835] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2836] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 25.894485473632812, 41.09833908081055, 17.814163208007812
[Line 2837] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2838] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 82.29354095458984, 54.862361907958984, 82.29354095458984
[Line 2839] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 15.424680709838867, 46.58256149291992, 15.410528182983398
[Line 2840] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.PalmTree.Palms | Size: 46.975399017333984, 13.923876762390137, 47.20967483520508
[Line 2841] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.PalmTree.Trunk | Size: 6.825173854827881, 36.3448486328125, 5.153784275054932
[Line 2842] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.PalmTree.Trunk | Size: 8.805395126342773, 46.8897590637207, 6.64907693862915
[Line 2843] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 14.470312118530273, 43.70036697387695, 14.457035064697266
[Line 2844] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 14.279438018798828, 43.12392807006836, 14.266336441040039
[Line 2845] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2846] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2847] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2848] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2849] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2850] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2851] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2852] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2853] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2854] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 12.370702743530273, 37.35954284667969, 12.359352111816406
[Line 2855] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2856] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2857] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 23.695178985595703, 37.60771942138672, 16.301145553588867
[Line 2858] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 74.14676666259766, 49.43117904663086, 74.14676666259766
[Line 2859] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Trunk | Size: 13.897690773010254, 41.97105026245117, 13.884939193725586
[Line 2860] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 78.48868560791016, 52.32578659057617, 78.48868560791016
[Line 2861] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Trees.Tree.Leaves | Size: 66, 44, 66
[Line 2862] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Water | Size: 48, 1, 29
[Line 2863] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Stump | Size: 10.538196563720703, 3.4800024032592773, 11.11404800415039
[Line 2864] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Part | Size: 14.999998092651367, 47, 42.99951171875
[Line 2865] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Part | Size: 14.999998092651367, 245, 42.99951171875
[Line 2866] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Part | Size: 68, 305, 121.00048828125
[Line 2867] [Output:5553]: [PART] Workspace.Map.Harvest Island.Natural.Part | Size: 362, 148, 76
[Line 2868] [Output:5553]: [PART] Workspace.Map.Harvest Island.Shores.Part | Size: 362, 148, 650
[Line 2869] [Output:5553]: [PART] Workspace.Map.Harvest Island.Shores.Part | Size: 76, 148, 650
[Line 2870] [Output:5553]: [PART] Workspace.Map.Harvest Island.Shores.Part | Size: 648, 148, 650
[Line 2871] [Output:5553]: [PART] Workspace.Map.Harvest Island.Shores.Part | Size: 648, 148, 650
[Line 2872] [Output:5553]: [PART] Workspace.Map.Harvest Island.Shores.Part | Size: 76, 148, 650
[Line 2873] [Output:5553]: [PART] Workspace.Map.Harvest Island.FruitSpawns.FruitSpawn | Size: 2, 1, 2
[Line 2874] [Output:5553]: [PART] Workspace.Map.Harvest Island.FruitSpawns.FruitSpawn | Size: 2, 1, 2
[Line 2875] [Output:5553]: [PART] Workspace.Map.Harvest Island.FruitSpawns.FruitSpawn | Size: 2, 1, 2
[Line 2876] [Output:5553]: [PART] Workspace.Map.Harvest Island.FruitSpawns.FruitSpawn | Size: 2, 1, 2
[Line 2877] [Output:5553]: [PART] Workspace.Map.Harvest Island.FruitSpawns.FruitSpawn | Size: 2, 1, 2
[Line 2878] [Output:5553]: [PART] Workspace.Map.Harvest Island.FruitSpawns.FruitSpawn | Size: 2, 1, 2
[Line 2879] [Output:5553]: [PART] Workspace.Map.Harvest Island.FruitSpawns.FruitSpawn | Size: 2, 1, 2
[Line 2880] [Output:5553]: [PART] Workspace.Map.Harvest Island.FruitSpawns.Fruit | Size: 1.6399999856948853, 1.600000023841858, 1.600000023841858
